year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form|country
1999|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|0|1|India
2000|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|0|1|India
2001|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|0|1|India
2002|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|0|1|India
2003|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|NA|1|India
2004|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|0|1|India
2005|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|0|1|India
2006|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2007|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2008|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2009|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2010|169|364|Kashmir insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2011|169|364|Kashmir insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2012|169|364|Kashmir insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2013|169|364|Kashmir insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|NA|0|-99|India
2014|169|364|Kashmir insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2015|169|364|Kashmir insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1990|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|1|NA|1|India
1991|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|2|2|1, 7|India
1992|170|365|India|750|141|1|3|2|3|750|0|0|0|0|1|0|1|0|0|1|India
1993|170|365|India|750|141|1|3|2|3|750|0|0|0|0|1|0|0|0|0|-99|India
1994|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1995|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1996|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1997|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|1|1|India
1998|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1999|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2000|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2001|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2002|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2003|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|NA|-99|India
2004|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2005|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|0|0|1|India
2006|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2007|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2008|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2009|170|365|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2010|170|365|Government of India|750|141|1|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2011|170|365|Government of India|750|141|1|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2012|170|365|Government of India|750|141|1|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2013|170|365|Government of India|750|141|1|3|1|3|750|0|0|0|0|0|1|0|NA|0|-99|India
2014|170|365|Government of India|750|141|1|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2015|170|365|Government of India|750|141|1|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1990|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|NA|-99|India
1991|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1992|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1993|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1994|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1995|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1996|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1997|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1998|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1999|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2000|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2001|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2002|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2003|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|NA|-99|India
2004|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2005|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2006|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2007|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2008|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2009|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2010|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2011|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2012|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2013|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|0|0|1|0|NA|0|-99|India
2014|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2015|170|365|ULFA|1169|326|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1990|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|0|1|0|1, 7|Indonesia
1991|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|0|1|0|7|Indonesia
1992|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1993|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1994|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1995|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1996|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|1|1|0|1|Indonesia
1999|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|1|0|0|1|Indonesia
2000|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|0|1|0|1, 7|Indonesia
2001|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
2002|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|2|0|0|1|Indonesia
2003|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|2|1|0|1|Indonesia
2004|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|1|0|0|1|Indonesia
2005|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|1|0|0|1|0|0|1|Indonesia
2006|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2007|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2008|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2009|171|366|Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2010|171|366|Government of Indonesia|850|155|1|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1990|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
1991|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
1992|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1993|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1994|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1995|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1996|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1999|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
2000|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
2001|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
2002|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|1|0|0|1|Indonesia
2003|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
2004|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
2005|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|1|0|0|0|0|0|-99|Indonesia
2006|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2007|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2008|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2009|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
2010|171|366|GAM|1170|327|3|3|1|3|850|0|0|0|0|0|1|0|0|0|-99|Indonesia
1989|172|367|Panama|95|16|1|3|2|5|95|0|0|0|1|0|0|0|0|0|-99|Panama
1990|172|367|Panama|95|16|1|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1991|172|367|Panama|95|16|1|3|2|5|95|0|0|0|0|0|1|0|0|0|-99|Panama
1992|172|367|Panama|95|16|1|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1993|172|367|Panama|95|16|1|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1994|172|367|Panama|95|16|1|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1989|172|367|Military faction (forces of Moisés Giroldi)|1622|761|3|3|2|5|95|0|0|0|1|0|0|0|0|0|-99|Panama
1990|172|367|Military faction (forces of Moisés Giroldi)|1622|761|3|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1991|172|367|Military faction (forces of Moisés Giroldi)|1622|761|3|3|2|5|95|0|0|0|0|0|1|0|0|0|-99|Panama
1992|172|367|Military faction (forces of Moisés Giroldi)|1622|761|3|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1993|172|367|Military faction (forces of Moisés Giroldi)|1622|761|3|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1994|172|367|Military faction (forces of Moisés Giroldi)|1622|761|3|3|2|5|95|0|0|0|0|0|1|0|0|NA|-99|Panama
1989|173|368|United States of America|2|3|3|2|2|5|95|2|0|0|1|0|0|NA|0|0|-99|Panama, United States of America
1990|173|368|United States of America|2|3|3|2|2|5|95|2|0|0|0|0|1|NA|0|NA|-99|Panama, United States of America
1991|173|368|United States of America|2|3|3|2|2|5|95|2|0|0|0|0|1|NA|0|0|-99|Panama, United States of America
1992|173|368|United States of America|2|3|3|2|2|5|95|2|0|0|0|0|1|NA|0|0|-99|Panama, United States of America
1993|173|368|United States of America|2|3|3|2|2|5|95|2|0|0|0|0|1|NA|0|0|-99|Panama, United States of America
1994|173|368|United States of America|2|3|3|2|2|5|95|2|0|0|0|0|1|NA|0|0|-99|Panama, United States of America
1989|173|368|Panama|95|16|1|2|2|5|95|2|0|0|1|0|0|0|0|0|-99|Panama, United States of America
1990|173|368|Panama|95|16|1|2|2|5|95|2|0|0|0|0|1|0|0|NA|-99|Panama, United States of America
1991|173|368|Panama|95|16|1|2|2|5|95|2|0|0|0|0|1|0|0|0|-99|Panama, United States of America
1992|173|368|Panama|95|16|1|2|2|5|95|2|0|0|0|0|1|0|0|NA|-99|Panama, United States of America
1993|173|368|Panama|95|16|1|2|2|5|95|2|0|0|0|0|1|0|0|NA|-99|Panama, United States of America
1994|173|368|Panama|95|16|1|2|2|5|95|2|0|0|0|0|1|0|0|NA|-99|Panama, United States of America
1989|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|1|0|0|0|0|NA|-99|Papua New Guinea
1990|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|1|0|0|0|0|0|-99|Papua New Guinea
1991|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|0|1|0|0|NA|0|-99|Papua New Guinea
1992|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|1|0|0|0|0|0|-99|Papua New Guinea
1993|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|1|0|0|0|NA|0|-99|Papua New Guinea
1994|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|1|0|0|0|1|0|1|Papua New Guinea
1995|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|1|0|0|0|NA|0|-99|Papua New Guinea
1996|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|1|0|0|0|NA|0|-99|Papua New Guinea
1997|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|0|0|1|0|1|0|1|Papua New Guinea
1998|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
1999|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
2000|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
2001|174|369|Papua New Guinea|910|157|1|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
1989|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|1|0|0|0|0|NA|-99|Papua New Guinea
1990|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|1|0|0|0|0|0|-99|Papua New Guinea
1991|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|0|1|0|0|NA|0|-99|Papua New Guinea
1992|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|1|0|0|0|1|0|1|Papua New Guinea
1993|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|1|0|0|0|NA|0|-99|Papua New Guinea
1994|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|1|0|0|0|0|0|-99|Papua New Guinea
1995|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|1|0|0|1|NA|0|1|Papua New Guinea
1996|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|1|0|0|0|NA|0|-99|Papua New Guinea
1997|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|0|0|1|0|0|0|-99|Papua New Guinea
1998|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
1999|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
2000|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
2001|174|369|BRA|1171|328|3|3|1|3|910|0|0|0|0|0|1|0|NA|0|-99|Papua New Guinea
1989|175|370|Rumania|360|56|1|3|2|1|360|0|0|0|1|0|0|0|NA|0|-99|Romania
1990|175|370|Rumania|360|56|1|3|2|1|360|0|0|0|0|0|1|0|NA|NA|-99|Romania
1991|175|370|Rumania|360|56|1|3|2|1|360|0|0|0|0|0|1|0|NA|0|-99|Romania
1992|175|370|Rumania|360|56|1|3|2|1|360|0|0|0|0|0|1|0|NA|NA|-99|Romania
1993|175|370|Rumania|360|56|1|3|2|1|360|0|0|0|0|0|1|0|0|0|-99|Romania
1994|175|370|Rumania|360|56|1|3|2|1|360|0|0|0|0|0|1|0|0|0|-99|Romania
1989|175|370|NSF|1172|329|3|3|2|1|360|0|0|0|1|0|0|0|NA|0|-99|Romania
1990|175|370|NSF|1172|329|3|3|2|1|360|0|0|0|0|0|1|0|NA|NA|-99|Romania
1991|175|370|NSF|1172|329|3|3|2|1|360|0|0|0|0|0|1|0|NA|0|-99|Romania
1992|175|370|NSF|1172|329|3|3|2|1|360|0|0|0|0|0|1|0|NA|NA|-99|Romania
1993|175|370|NSF|1172|329|3|3|2|1|360|0|0|0|0|0|1|0|0|0|-99|Romania
1994|175|370|NSF|1172|329|3|3|2|1|360|0|0|0|0|0|1|0|0|0|-99|Romania
1989|175|370|Military faction (forces of Nicolae Ceausescu)|6137|6137|3|3|2|1|360|0|0|0|1|0|0|0|0|0|-99|Romania
1990|175|370|Military faction (forces of Nicolae Ceausescu)|6137|6137|3|3|2|1|360|0|0|0|0|0|1|0|0|NA|-99|Romania
1991|175|370|Military faction (forces of Nicolae Ceausescu)|6137|6137|3|3|2|1|360|0|0|0|0|0|1|0|0|0|-99|Romania
1992|175|370|Military faction (forces of Nicolae Ceausescu)|6137|6137|3|3|2|1|360|0|0|0|0|0|1|0|0|NA|-99|Romania
1993|175|370|Military faction (forces of Nicolae Ceausescu)|6137|6137|3|3|2|1|360|0|0|0|0|0|1|0|0|0|-99|Romania
1994|175|370|Military faction (forces of Nicolae Ceausescu)|6137|6137|3|3|2|1|360|0|0|0|0|0|1|0|0|0|-99|Romania
1990|176|371|Iraq|645|116|1|2|1|2|645|690|0|0|1|0|0|1|2|2|1, 7|Iraq, Kuwait
1991|176|371|Iraq|645|116|1|2|1|2|645|690|0|0|1|0|0|2|0|0|1|Iraq, Kuwait
1992|176|371|Iraq|645|116|1|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1993|176|371|Iraq|645|116|1|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1994|176|371|Iraq|645|116|1|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1995|176|371|Iraq|645|116|1|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1996|176|371|Iraq|645|116|1|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1990|176|371|Kuwait|690|125|3|2|1|2|645|690|0|0|1|0|0|0|0|0|-99|Iraq, Kuwait
1991|176|371|Kuwait|690|125|3|2|1|2|645|690|0|0|1|0|0|0|0|1|1|Iraq, Kuwait
1992|176|371|Kuwait|690|125|3|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1993|176|371|Kuwait|690|125|3|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1994|176|371|Kuwait|690|125|3|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1995|176|371|Kuwait|690|125|3|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1996|176|371|Kuwait|690|125|3|2|1|2|645|690|0|0|0|0|1|0|0|0|-99|Iraq, Kuwait
1990|177|372|Mali|432|72|1|3|1|4|432|0|0|0|1|0|0|0|1|NA|1|Mali
1991|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|1|0|0|0|NA|-99|Mali
1992|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|1|0|0|0|NA|-99|Mali
1993|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|1|0|0|0|NA|-99|Mali
1994|177|372|Mali|432|72|1|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
1995|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1996|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1997|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1998|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1999|177|372|Mali|432|72|1|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
2007|177|372|Mali|432|72|1|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
2008|177|372|Mali|432|72|1|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
2009|177|372|Mali|432|72|1|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
2010|177|372|Government of Mali|432|72|1|3|1|4|432|0|0|0|0|1|0|0|0|NA|-99|Mali
2011|177|372|Government of Mali|432|72|1|3|1|4|432|0|0|0|0|1|0|0|0|NA|-99|Mali
2012|177|372|Government of Mali|432|72|1|3|1|4|432|0|0|0|1|0|0|0|0|0|-99|Mali
2013|177|372|Government of Mali|432|72|1|3|1|4|432|0|0|0|0|1|0|0|0|0|-99|Mali
2014|177|372|Government of Mali|432|72|1|3|1|4|432|0|0|0|1|0|0|0|0|1|1|Mali
2015|177|372|Government of Mali|432|72|1|4|1|4|432|0|0|0|1|0|0|0|0|0|-99|Mali
1990|177|372|MPA|1373|521|3|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
1991|177|372|MPA|1373|521|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1992|177|372|MPA|1373|521|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1993|177|372|MPA|1373|521|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1994|177|372|MPA|1373|521|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1995|177|372|MPA|1373|521|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1994|177|372|FIAA|1374|522|3|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
1995|177|372|FIAA|1374|522|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1996|177|372|FIAA|1374|522|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1997|177|372|FIAA|1374|522|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1998|177|372|FIAA|1374|522|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
1999|177|372|FIAA|1374|522|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
2007|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
2008|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
2009|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|1|0|0|0|0|NA|-99|Mali
2010|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
2011|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|0|0|1|0|0|NA|-99|Mali
2012|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|0|0|1|0|0|0|-99|Mali
2013|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|0|0|1|0|0|0|-99|Mali
2014|177|372|ATNMC|1375|523|3|3|1|4|432|0|0|0|0|0|1|0|0|0|-99|Mali
2012|177|372|CMA|2043|1158|3|3|1|4|432|0|0|0|1|0|0|3|2|2|1, 2, 3|Mali
2013|177|372|CMA|2043|1158|3|3|1|4|432|0|0|0|0|1|0|1|2|0|1, 2|Mali
2014|177|372|CMA|2043|1158|3|3|1|4|432|0|0|0|1|0|0|1|0|0|2|Mali
2015|177|372|CMA|2043|1158|3|4|1|4|432|0|0|0|1|0|0|1|0|0|2|Mali
1994|178|373|Niger|436|75|1|3|1|4|436|0|0|0|1|0|0|0|0|NA|-99|Niger
1995|178|373|Niger|436|75|1|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1996|178|373|Niger|436|75|1|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1997|178|373|Niger|436|75|1|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1998|178|373|Niger|436|75|1|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1999|178|373|Niger|436|75|1|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1994|178|373|CRA|1377|525|3|3|1|4|436|0|0|0|1|0|0|0|0|NA|-99|Niger
1995|178|373|CRA|1377|525|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1996|178|373|CRA|1377|525|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1997|178|373|CRA|1377|525|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1998|178|373|CRA|1377|525|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1999|178|373|CRA|1377|525|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1990|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|0|NA|-99|Rwanda
1991|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|0|1|1|Rwanda
1992|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|0|NA|-99|Rwanda
1993|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|2|0|2|1|Rwanda
1994|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|3|0|3|1, 2|Rwanda
1995|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|0|1|0|0|1|0|1|Rwanda
1996|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|0|1|0|0|0|0|-99|Rwanda
1997|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|0|0|-99|Rwanda
1998|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|0|0|-99|Rwanda
1999|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|1|0|1|Rwanda
2000|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|0|0|-99|Rwanda
2001|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|1|0|1|Rwanda
2002|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|1|0|0|0|0|1|1|Rwanda
2003|179|374|Rwanda|517|94|1|4|2|4|517|0|0|0|0|0|1|0|0|0|-99|Rwanda
