year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|location|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form
2005|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2006|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2007|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2008|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2009|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2010|159|354|Government of Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2011|159|354|Government of Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2012|159|354|Government of Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2013|159|354|Government of Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|-99|0|-99
2014|159|354|Government of Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|0|1|0|0|0|0|-99
2015|159|354|Government of Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1989|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1990|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1991|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1992|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1993|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1994|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1995|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1996|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1997|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1998|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1999|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2000|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2001|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2002|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2003|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2004|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2005|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2006|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2007|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2008|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2009|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2010|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2011|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2012|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2013|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|-99|0|-99
2014|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|0|1|0|0|0|0|-99
2015|159|354|PKK|1166|323|3|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1989|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1990|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1991|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1992|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1993|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1994|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1995|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1996|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1997|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1998|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1999|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2000|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2001|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2002|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2003|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2004|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2005|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2006|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2007|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2008|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2009|159|354|Anti-Kurd Death Squads|8005|8005|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1995|159|354|Hizbullah|8048|8048|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1996|159|354|Hizbullah|8048|8048|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1997|159|354|Hizbullah|8048|8048|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1998|159|354|Hizbullah|8048|8048|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1999|159|354|Hizbullah|8048|8048|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2000|159|354|Hizbullah|8048|8048|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2001|159|354|Hizbullah|8048|8048|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1989|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1990|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1991|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1992|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1993|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
1994|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1995|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1996|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1997|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1998|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|1|1
1999|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2000|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2001|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2002|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2003|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2004|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2005|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2006|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2007|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2008|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
2009|159|354|village guards|8122|8122|6|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
1989|167|362|Comoros|581|107|1|3|2|4|Comoros|581|0|0|0|1|0|0|0|0|-99|-99
1990|167|362|Comoros|581|107|1|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1991|167|362|Comoros|581|107|1|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1992|167|362|Comoros|581|107|1|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1993|167|362|Comoros|581|107|1|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1994|167|362|Comoros|581|107|1|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1989|167|362|Presidential guard|1370|518|3|3|2|4|Comoros|581|0|0|0|1|0|0|0|0|-99|-99
1990|167|362|Presidential guard|1370|518|3|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1991|167|362|Presidential guard|1370|518|3|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1992|167|362|Presidential guard|1370|518|3|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1993|167|362|Presidential guard|1370|518|3|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1994|167|362|Presidential guard|1370|518|3|3|2|4|Comoros|581|0|0|0|0|0|1|0|0|-99|-99
1996|168|363|Ethiopia|530|97|1|3|1|4|Ethiopia|530|0|0|0|1|0|0|0|0|0|-99
1997|168|363|Ethiopia|530|97|1|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
1998|168|363|Ethiopia|530|97|1|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
1999|168|363|Ethiopia|530|97|1|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
2000|168|363|Ethiopia|530|97|1|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
2001|168|363|Ethiopia|530|97|1|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
1996|168|363|ARDUF|1372|520|3|3|1|4|Ethiopia|530|0|0|0|1|0|0|0|0|0|-99
1997|168|363|ARDUF|1372|520|3|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
1998|168|363|ARDUF|1372|520|3|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
1999|168|363|ARDUF|1372|520|3|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
2000|168|363|ARDUF|1372|520|3|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
2001|168|363|ARDUF|1372|520|3|3|1|4|Ethiopia|530|0|0|0|0|0|1|0|0|0|-99
1989|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1990|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|2|2|1, 7
1991|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|1|2|1, 7
1992|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|1|1|1, 7
1993|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|1|1|1, 7
1994|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|2|1|1, 7
1995|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|0|1|7
1996|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|1|1|1, 7
1997|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|2|1|1
1998|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|1|1, 7
1999|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|0|1
2000|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|0|1, 7
2001|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|0|1, 7
2002|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|0|1
2003|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|-99|1, 7
2004|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|1|0|1, 7
2005|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|1|0|1, 7
2006|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|0|1
2007|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|0|1, 3
2008|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|0|0|1
2009|169|364|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|1|0|1, 7
2010|169|364|Government of India|750|141|1|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2011|169|364|Government of India|750|141|1|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2012|169|364|Government of India|750|141|1|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2013|169|364|Government of India|750|141|1|3|1|3|India|750|0|0|0|1|0|0|0|-99|0|-99
2014|169|364|Government of India|750|141|1|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2015|169|364|Government of India|750|141|1|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1989|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1990|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|1|1
1991|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|1|1
1992|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|1|1|1
1993|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|1|1
1994|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|0|1
1995|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1996|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1997|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1998|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1999|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|0|1
2000|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|0|1
2001|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|0|1
2002|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|0|1
2003|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|-99|1
2004|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|0|1
2005|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|1|0|0|1
2006|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2008|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|169|364|Kashmir Insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2010|169|364|Kashmir insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2011|169|364|Kashmir insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2012|169|364|Kashmir insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2013|169|364|Kashmir insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|-99|0|-99
2014|169|364|Kashmir insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2015|169|364|Kashmir insurgents|1168|325|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1994|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1995|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1996|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1997|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1998|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1999|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2000|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2001|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2002|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2003|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2004|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2005|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2006|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2008|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|169|364|Ikhwan-ul-Muslimoon|8050|8050|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1998|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1999|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2000|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2001|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2002|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2003|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2004|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2005|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2006|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2008|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|169|364|Village Defence Committee Himachal|8111|8111|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1996|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1997|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1998|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1999|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2000|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2001|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2002|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2003|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2004|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2005|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2006|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2008|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|169|364|Village Defence Committee Kashmir|8112|8112|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1990|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|1|-99|1
1991|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|2|2|2|1, 7
1992|170|365|India|750|141|1|3|2|3|India|750|0|0|0|0|1|0|1|0|0|1
1993|170|365|India|750|141|1|3|2|3|India|750|0|0|0|0|1|0|0|0|0|-99
1994|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
1995|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
1996|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
1997|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|1|1
1998|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
1999|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2000|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2001|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2002|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2003|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|-99|-99
2004|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2005|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|0|0|1
2006|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2008|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|170|365|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
2010|170|365|Government of India|750|141|1|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2011|170|365|Government of India|750|141|1|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2012|170|365|Government of India|750|141|1|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2013|170|365|Government of India|750|141|1|3|1|3|India|750|0|0|0|0|0|1|0|-99|0|-99
2014|170|365|Government of India|750|141|1|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2015|170|365|Government of India|750|141|1|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1990|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1991|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1992|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1993|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1994|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1995|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1996|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1997|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1998|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1999|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2000|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2001|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2002|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2003|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|-99|-99
2004|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2005|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2006|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2008|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2010|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2011|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2012|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2013|170|365|ULFA|1169|326|3|3|1|3|India|750|0|0|0|0|0|1|0|-99|0|-99
